activity_id,assay_id,standard_type,pchembl_value,tid,target_type,pref_name,class_level,lotus_id,pathway,superclass,class,pathway_superclass
12437628,908844,Ki,8.72,101020,SINGLE PROTEIN,Nicotinic acetylcholine receptor alpha subunit,4.0,LTS0184620,Alkaloids,Ornithine alkaloids,Pyridine alkaloids,"Alkaloids, Ornithine alkaloids"
22843566,2065299,IC50,8.72,101503,SINGLE PROTEIN,CAMK protein kinase NuaK subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
19491369,1936697,EC50,8.72,119204,SINGLE PROTEIN,Family A G protein-coupled receptor,2.0,LTS0065626,Other,Other,Other,"Other, Other"
19491367,1936697,EC50,8.72,119204,SINGLE PROTEIN,Family A G protein-coupled receptor,2.0,LTS0022616,Fatty acids,Fatty Acids and Conjugates,Hydroxy fatty acids,"Fatty acids, Fatty Acids and Conjugates"
19323234,1915584,Ki,8.72,119104,SINGLE PROTEIN,Ligase,2.0,LTS0145871,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,"Shikimates and Phenylpropanoids, Phenolic acids (C6-C1)"
7634714,774751,IC50,8.71,72,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0209332,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
3292349,629245,EC50,8.7,10260,SINGLE PROTEIN,Transient receptor potential channel,3.0,LTS0018775,Alkaloids,Lysine alkaloids,Piperidine alkaloids,"Alkaloids, Lysine alkaloids"
9528108,809136,Ki,8.7,101034,SINGLE PROTEIN,Tyrosine protein kinase Trk family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9523869,809135,Ki,8.7,12665,SINGLE PROTEIN,AGC protein kinase PKC delta subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
16505964,1560573,Ki,8.7,137,SINGLE PROTEIN,Opioid receptor,5.0,LTS0175846,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
1268453,33503,Ki,8.7,10364,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0002176,Alkaloids,Tryptophan alkaloids,Yohimbine-like alkaloids,"Alkaloids, Tryptophan alkaloids"
9597143,809167,Ki,8.7,10051,SINGLE PROTEIN,CAMK protein kinase DAPK family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9593016,809255,Ki,8.7,10781,SINGLE PROTEIN,Other protein kinase AUR family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
983988,139846,Ki,8.7,61,SINGLE PROTEIN,Acetylcholine receptor,5.0,LTS0185864,Alkaloids,Ornithine alkaloids,Tropane alkaloids,"Alkaloids, Ornithine alkaloids"
9620806,809190,Ki,8.7,10849,SINGLE PROTEIN,Tyrosine protein kinase JakB family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
3290705,630232,IC50,8.7,65,SINGLE PROTEIN,Cytochrome P450 19A1,5.0,LTS0260159,Shikimates and Phenylpropanoids,Flavonoids,Flavones,"Shikimates and Phenylpropanoids, Flavonoids"
3080606,604277,Ki,8.7,125,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0119545,Alkaloids,Tyrosine alkaloids,Aporphine alkaloids,"Alkaloids, Tyrosine alkaloids"
2980140,597011,EC50,8.7,12831,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group C member 4,5.0,LTS0081086,Terpenoids,Steroids,Androstane steroids,"Terpenoids, Steroids"
9682847,809285,Ki,8.7,30036,SINGLE PROTEIN,CMGC protein kinase CLK family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
2432013,484347,IC50,8.7,11320,SINGLE PROTEIN,Enzyme,1.0,LTS0160689,Polyketides,Linear polyketides,Open-chain polyketides,"Polyketides, Linear polyketides"
1507837,306011,IC50,8.7,10575,SINGLE PROTEIN,Oxidoreductase,2.0,LTS0192710,Alkaloids,Tryptophan alkaloids,Carboline alkaloids,"Alkaloids, Tryptophan alkaloids"
18564358,1767058,IC50,8.7,117839,SINGLE PROTEIN,Oxidoreductase,2.0,LTS0004295,Terpenoids,Meroterpenoids,Tetraketide meroterpenoids,"Terpenoids, Meroterpenoids"
13397146,974383,EC50,8.7,12899,SINGLE PROTEIN,Enzyme,1.0,LTS0265245,Shikimates and Phenylpropanoids,Flavonoids,Flavan-3-ols,"Shikimates and Phenylpropanoids, Flavonoids"
1090981,67839,IC50,8.7,12788,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group A member 1,5.0,LTS0165831,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
4546883,688293,Potency,8.7,11638,SINGLE PROTEIN,CMGC protein kinase ERK subfamily,6.0,LTS0167693,Other,Other,Other,"Other, Other"
18561474,1766405,EC50,8.7,108294,SINGLE PROTEIN,Vasopressin and oxytocin receptor,5.0,LTS0236956,Amino acids and Peptides,Oligopeptides,RiPPs,"Amino acids and Peptides, Oligopeptides"
1090982,67840,IC50,8.7,12135,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group A member 2,5.0,LTS0165831,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
92656,2443,Ki,8.7,12687,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0042233,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
1651918,325025,Kd,8.7,30028,SINGLE PROTEIN,CAMK protein kinase CAMK1 family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
1034790,152979,Ki,8.7,12635,SINGLE PROTEIN,AGC protein kinase PKC alpha subfamily,6.0,LTS0118881,Alkaloids,Tryptophan alkaloids,Other,"Alkaloids, Tryptophan alkaloids"
1652270,325114,Kd,8.7,30025,SINGLE PROTEIN,STE protein kinase PAKA subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
3649686,688422,Potency,8.7,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0252223,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
13965800,1300202,EC50,8.7,19,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group A member 1,5.0,LTS0188369,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
13831497,1276776,IC50,8.7,259,SINGLE PROTEIN,Cannabinoid receptor,5.0,LTS0096543,Fatty acids,Fatty acyls,Fatty alcohols,"Fatty acids, Fatty acyls"
22836488,2063650,IC50,8.7,10505,SINGLE PROTEIN,Metallo protease M14A subfamily,5.0,LTS0067530,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
7673536,774719,IC50,8.69,10627,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0042813,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
1944429,442102,EC50,8.68,12967,SINGLE PROTEIN,CAMK protein kinase CHK1 subfamily,6.0,LTS0270094,Alkaloids,Tryptophan alkaloids,Pyrroloquinoline alkaloids,"Alkaloids, Tryptophan alkaloids"
12648591,940450,IC50,8.68,12932,SINGLE PROTEIN,Oxidoreductase,2.0,LTS0276108,Polyketides,Linear polyketides,Acetogenins,"Polyketides, Linear polyketides"
1085791,66272,IC50,8.68,80,SINGLE PROTEIN,Isomerase,2.0,LTS0036043,Polyketides,Macrolides,Ascomycins and Rapamycins,"Polyketides, Macrolides"
18939130,1828753,IC50,8.68,101506,SINGLE PROTEIN,STE protein kinase TAO subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7671329,774699,IC50,8.67,52,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0042813,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
15180286,1464893,Ki,8.67,10209,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0170784,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
7669268,774690,IC50,8.66,107,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0078068,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
22764707,2048294,IC50,8.66,10436,SINGLE PROTEIN,Cysteine protease C1A family,5.0,LTS0072987,Amino acids and Peptides,Small peptides,Other,"Amino acids and Peptides, Small peptides"
1469979,306464,IC50,8.66,12787,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group A member 1,5.0,LTS0165831,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
18168812,1686625,IC50,8.66,24,SINGLE PROTEIN,Oxidoreductase,2.0,LTS0212957,Polyketides,Cyclic polyketides,Monacolins and Monacolin derivatives,"Polyketides, Cyclic polyketides"
7598823,774213,Kd,8.66,101433,SINGLE PROTEIN,CAMK protein kinase QIK subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
13860445,1281512,Ki,8.66,107982,SINGLE PROTEIN,Membrane receptor,1.0,LTS0020869,Alkaloids,Serine alkaloids,Thiazole alkaloids,"Alkaloids, Serine alkaloids"
12485363,915023,IC50,8.66,12932,SINGLE PROTEIN,Oxidoreductase,2.0,LTS0266048,Polyketides,Linear polyketides,Acetogenins,"Polyketides, Linear polyketides"
13288588,956583,Ki,8.66,219,SINGLE PROTEIN,Acetylcholine receptor,5.0,LTS0185864,Alkaloids,Ornithine alkaloids,Tropane alkaloids,"Alkaloids, Ornithine alkaloids"
4749980,688259,Potency,8.66,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0047412,Alkaloids,Histidine alkaloids,Imidazole alkaloids,"Alkaloids, Histidine alkaloids"
15704484,1516166,EC50,8.65,103972,SINGLE PROTEIN,Unclassified protein,1.0,LTS0046845,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
191096,105080,EC50,8.65,11084,SINGLE PROTEIN,Melatonin receptor,5.0,LTS0219322,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
12563703,924913,IC50,8.64,100669,SINGLE PROTEIN,GABA-A receptor,3.0,LTS0247186,Alkaloids,Small peptides,Aminoacids,"Alkaloids, Small peptides"
18916029,1822227,IC50,8.64,131,SINGLE PROTEIN,Voltage-gated sodium channel,3.0,LTS0102126,Alkaloids,Other,Other,"Alkaloids, Other"
12491933,917698,IC50,8.64,106614,SINGLE PROTEIN,Nicotinic acetylcholine receptor beta subunit,4.0,LTS0100006,Alkaloids,Pseudoalkaloids,pteridine alkaloids,"Alkaloids, Pseudoalkaloids"
18916080,1822232,IC50,8.64,18079,SINGLE PROTEIN,Voltage-gated sodium channel,3.0,LTS0035190,Alkaloids,Guanidine alkaloids,Tetrodotoxins,"Alkaloids, Guanidine alkaloids"
1469978,306448,IC50,8.64,12244,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group A member 2,5.0,LTS0165831,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
18939041,1828666,IC50,8.63,17145,SINGLE PROTEIN,AGC protein kinase p70 subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
3062975,604104,IC50,8.62,100683,SINGLE PROTEIN,Hydrolase,2.0,LTS0219807,Alkaloids,Lysine alkaloids,Indolizidine alkaloids,"Alkaloids, Lysine alkaloids"
19255911,1900545,Ki,8.62,10727,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0020870,Alkaloids,Pseudoalkaloids (transamidation),Phenylalanine-derived alkaloids,"Alkaloids, Pseudoalkaloids (transamidation)"
16765772,1620907,IC50,8.62,116953,SINGLE PROTEIN,Enzyme,1.0,LTS0187622,Polyketides,Linear polyketides,Linear polyenes,"Polyketides, Linear polyketides"
483114,138126,Ki,8.62,17134,SINGLE PROTEIN,Acetylcholine receptor,5.0,LTS0185864,Alkaloids,Ornithine alkaloids,Tropane alkaloids,"Alkaloids, Ornithine alkaloids"
17718083,1640406,IC50,8.62,12605,SINGLE PROTEIN,Voltage-gated sodium channel,3.0,LTS0102126,Alkaloids,Other,Other,"Alkaloids, Other"
1610251,321252,IC50,8.62,11912,SINGLE PROTEIN,Nuclear hormone receptor subfamily 1 group I member 2,5.0,LTS0054235,Terpenoids,Steroids,Pregnane steroids,"Terpenoids, Steroids"
14733385,1363479,Kd,8.61,185,SINGLE PROTEIN,Secreted protein,1.0,LTS0230422,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids","Terpenoids, Triterpenoids"
9573041,809230,Ki,8.6,12967,SINGLE PROTEIN,CAMK protein kinase CHK1 subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9631115,809165,Ki,8.6,30045,SINGLE PROTEIN,CAMK protein kinase DAPK family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7598570,774410,Kd,8.6,100951,SINGLE PROTEIN,Tyrosine protein kinase Ack family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9533053,809154,Ki,8.6,100079,SINGLE PROTEIN,Tyrosine protein kinase Ret family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7596905,774281,Kd,8.6,103456,SINGLE PROTEIN,STE protein kinase ASK,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
8026309,801487,Ki,8.6,104447,SINGLE PROTEIN,Nicotinic acetylcholine receptor,3.0,LTS0073840,Alkaloids,Lysine alkaloids,Piperidine alkaloids,"Alkaloids, Lysine alkaloids"
9545512,809155,Ki,8.6,100415,SINGLE PROTEIN,CAMK protein kinase PKD family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
4917938,688600,Potency,8.6,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0060908,Amino acids and Peptides,Small peptides,Amino fatty acids,"Amino acids and Peptides, Small peptides"
9556526,809121,Ki,8.6,12090,SINGLE PROTEIN,CMGC protein kinase Dyrk1 subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
1484097,303441,Ki,8.6,11272,SINGLE PROTEIN,Membrane receptor,1.0,LTS0053701,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
560342,35351,Ki,8.6,10230,SINGLE PROTEIN,Metallo protease M1 family,5.0,LTS0239465,Alkaloids,Other,Other,"Alkaloids, Other"
9578548,809175,Ki,8.6,20014,SINGLE PROTEIN,Other protein kinase AUR family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
1018191,149460,Ki,8.6,10528,SINGLE PROTEIN,Opioid receptor,5.0,LTS0232713,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
6056686,737824,AC50,8.6,12912,SINGLE PROTEIN,Cytochrome P450 2C19,5.0,LTS0194121,Shikimates and Phenylpropanoids,Lignans,Dibenzylbutyrolactone lignans,"Shikimates and Phenylpropanoids, Lignans"
743039,163499,Ki,8.6,11731,SINGLE PROTEIN,Other cytosolic protein,1.0,LTS0160271,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
3763411,688497,Potency,8.6,101216,SINGLE PROTEIN,Unclassified protein,1.0,LTS0065483,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
2355450,556583,Ki,8.6,20166,SINGLE PROTEIN,Histamine receptor,5.0,LTS0127937,Alkaloids,Histidine alkaloids,Imidazole alkaloids,"Alkaloids, Histidine alkaloids"
2609892,542628,Kd,8.6,11213,SINGLE PROTEIN,Other cytosolic protein,1.0,LTS0044970,Polyketides,Macrolides,Ansa macrolides,"Polyketides, Macrolides"
7934812,787194,Ki,8.6,17036,SINGLE PROTEIN,Ligase,2.0,LTS0079533,Polyketides,Linear polyketides,Open-chain polyketides,"Polyketides, Linear polyketides"
3649452,688422,Potency,8.6,103668,SINGLE PROTEIN,Structural protein,1.0,LTS0222463,Fatty acids,Fatty acyls,Fatty alcohols,"Fatty acids, Fatty acyls"
18939054,1828679,IC50,8.59,11361,SINGLE PROTEIN,CAMK protein kinase PHk family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7636062,774688,IC50,8.58,10576,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0209332,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
790866,60850,EC50,8.57,12173,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0029901,Alkaloids,Tyrosine alkaloids,Phenylethylamines,"Alkaloids, Tyrosine alkaloids"
14733386,1363479,Kd,8.57,185,SINGLE PROTEIN,Secreted protein,1.0,LTS0251509,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids","Terpenoids, Triterpenoids"
2098561,468559,Ki,8.57,12076,SINGLE PROTEIN,Acetylcholine receptor,5.0,LTS0163635,Alkaloids,Ornithine alkaloids,Tropane alkaloids,"Alkaloids, Ornithine alkaloids"
360694,44708,IC50,8.57,10515,SINGLE PROTEIN,Voltage-gated calcium channel,3.0,LTS0112682,Polyketides,Other,Other,"Polyketides, Other"
4745978,688259,Potency,8.55,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0145461,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,"Shikimates and Phenylpropanoids, Flavonoids"
4753920,688259,Potency,8.55,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0263175,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
4753925,688259,Potency,8.55,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0189530,Alkaloids,Tyrosine alkaloids,Phenylethylamines,"Alkaloids, Tyrosine alkaloids"
12633686,936215,Ki,8.55,105591,SINGLE PROTEIN,Unclassified protein,1.0,LTS0224074,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,"Shikimates and Phenylpropanoids, Flavonoids"
4749918,688259,Potency,8.55,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0114097,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,"Shikimates and Phenylpropanoids, Phenolic acids (C6-C1)"
3675718,688447,Potency,8.55,11531,SINGLE PROTEIN,Other cytosolic protein,1.0,LTS0002810,Fatty acids,Fatty Acids and Conjugates,Dicarboxylic acids,"Fatty acids, Fatty Acids and Conjugates"
4749870,688259,Potency,8.55,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0133688,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
4749836,688259,Potency,8.55,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0171258,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
7669266,774689,IC50,8.55,10577,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0078068,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
4745949,688259,Potency,8.55,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0078282,Alkaloids,Other,Other,"Alkaloids, Other"
4745847,688259,Potency,8.55,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0060816,Alkaloids,Tryptophan alkaloids,Quinoline alkaloids,"Alkaloids, Tryptophan alkaloids"
4745838,688259,Potency,8.55,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0148049,Terpenoids,Steroids,Pregnane steroids,"Terpenoids, Steroids"
4745807,688259,Potency,8.55,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0063684,Shikimates and Phenylpropanoids,Other,Other,"Shikimates and Phenylpropanoids, Other"
4753879,688259,Potency,8.55,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0108147,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
214552,62065,Kd,8.55,14037,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0115767,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
7662833,774752,IC50,8.54,130,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0085308,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
1214538,144463,IC50,8.54,10441,SINGLE PROTEIN,Metallo protease M13 family,5.0,LTS0144300,Amino acids and Peptides,Other,Other,"Amino acids and Peptides, Other"
543323,164619,IC50,8.54,17056,SINGLE PROTEIN,Voltage-gated calcium channel,3.0,LTS0112682,Polyketides,Other,Other,"Polyketides, Other"
104563,90244,IC50,8.54,11837,SINGLE PROTEIN,IP3 receptor,3.0,LTS0238281,Carbohydrates,Polyols,Cyclitols,"Carbohydrates, Polyols"
48890,37821,IC50,8.53,10031,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0043169,Alkaloids,Pseudoalkaloids,Phenylalanine-derived alkaloids,"Alkaloids, Pseudoalkaloids"
7768288,774689,IC50,8.53,10577,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0126025,Polyketides,Polyethers,Polyether ionophores,"Polyketides, Polyethers"
966494,161756,IC50,8.52,10420,SINGLE PROTEIN,Serine/threonine protein phosphatase,4.0,LTS0186802,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
17940731,1643070,Kd,8.52,30006,SINGLE PROTEIN,STE protein kinase SLK subfamily,6.0,LTS0247858,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
20673073,1987673,EC50,8.52,104062,SINGLE PROTEIN,SLC21/SLCO family of organic anion transporting polypeptides,4.0,LTS0133138,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
12569093,927152,IC50,8.52,106621,SINGLE PROTEIN,Hydrolase,2.0,LTS0009543,Carbohydrates,Polyols,Amino cyclitols,"Carbohydrates, Polyols"
12726904,952910,Ki,8.52,104573,SINGLE PROTEIN,Enzyme,1.0,LTS0107850,Polyketides,Macrolides,Ascomycins and Rapamycins,"Polyketides, Macrolides"
152624,90440,Ki,8.52,12376,SINGLE PROTEIN,Kainate receptor,4.0,LTS0082507,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
3430423,659457,Ki,8.52,214,SINGLE PROTEIN,Acetylcholine receptor,5.0,LTS0185864,Alkaloids,Ornithine alkaloids,Tropane alkaloids,"Alkaloids, Ornithine alkaloids"
7596968,774343,Kd,8.52,100140,SINGLE PROTEIN,CAMK protein kinase MARK subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
15059782,1455706,Ki,8.52,215,SINGLE PROTEIN,Acetylcholine receptor,5.0,LTS0163635,Alkaloids,Ornithine alkaloids,Tropane alkaloids,"Alkaloids, Ornithine alkaloids"
17921573,1642981,Kd,8.52,100836,SINGLE PROTEIN,Other protein kinase NEK family,5.0,LTS0265204,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
966495,161787,IC50,8.52,12578,SINGLE PROTEIN,Serine/threonine protein phosphatase,4.0,LTS0186802,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
1652259,325093,Kd,8.52,10396,SINGLE PROTEIN,CAMK protein kinase CAMK2 family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
18939053,1828678,IC50,8.52,109907,SINGLE PROTEIN,Transferase,2.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
256180,61306,Ki,8.52,72,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0194526,Alkaloids,Tryptophan alkaloids,Carboline alkaloids,"Alkaloids, Tryptophan alkaloids"
2508027,515047,IC50,8.52,100998,SINGLE PROTEIN,Galanin receptor,5.0,LTS0163155,Amino acids and Peptides,Other,Other,"Amino acids and Peptides, Other"
7662763,774700,IC50,8.52,216,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0085308,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
1651742,325004,Kd,8.52,30051,SINGLE PROTEIN,Other protein kinase ULK family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
90220,161938,IC50,8.52,17130,SINGLE PROTEIN,Protein phosphatase regulatory subunit,4.0,LTS0057516,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
90219,161761,IC50,8.52,10563,SINGLE PROTEIN,Serine/threonine protein phosphatase,4.0,LTS0057516,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
7664962,774688,IC50,8.51,10576,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0085308,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
1605587,321687,IC50,8.51,12832,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group C member 4,5.0,LTS0114608,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
13876722,1283853,Ki,8.51,106,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0042813,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
8061097,808316,Ki,8.51,10616,SINGLE PROTEIN,Prostanoid receptor,5.0,LTS0074404,Fatty acids,Eicosanoids,Isoprostanes,"Fatty acids, Eicosanoids"
9515387,809125,Ki,8.5,12415,SINGLE PROTEIN,CAMK protein kinase CAMK2 family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
2930066,589733,Kd,8.5,51,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0012048,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
873240,66424,IC50,8.5,11400,SINGLE PROTEIN,Atypical protein kinase FRAP subfamily,6.0,LTS0216864,Polyketides,Macrolides,Ascomycins and Rapamycins,"Polyketides, Macrolides"
9512398,809160,Ki,8.5,10906,SINGLE PROTEIN,Tyrosine protein kinase Syk family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
